count,title,link,cover image url,ground truth
257,Antifa Member Photographed Beating Police Officer?,https://www.snopes.com/fact-check/antifa-member-photographed-beating-police-officer/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/antifa_police_fake_feature.jpg?resize=542,305",false
258,Racist Protesters Protected by Black Policeman?,https://www.snopes.com/fact-check/racist-protesters-protected-black-policeman/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/klanpolice2.jpg?resize=542,305",true
259,Does This Photograph Show a KKK Member Treated by Black Hospital Staff?,https://www.snopes.com/fact-check/emergent-situation/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/KKK_fb.jpg?resize=542,305",false
260,Does This Photo Show a Boy with a Fork Through His Nose?,https://www.snopes.com/fact-check/child-fork-nose/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/forknose.jpg?resize=480,305",true
261,Did President Donald Trump Steal His ‘Fire and Fury’ Line from a Comic Book Villain?,https://www.snopes.com/fact-check/fire-and-fury-comic-book-villain/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/trump_red_skull_quote_feature.jpg?resize=542,305",false
262,Huge Blue Whale Under a Rowboat?,https://www.snopes.com/fact-check/blue-whale-under-rowboat/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/blue_whale_rowboat_faux_feature.jpg?resize=542,305",false
263,Pope Francis Kisses David Rockefeller’s Hand?,https://www.snopes.com/fact-check/pope-francis-kisses-david-rockefellers-hand/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/pop_francis_david_rockefeller_meme_feature.jpg?resize=542,305",false
264,Elephant Painting,https://www.snopes.com/fact-check/elephant-painting/,"https://us-east-1.tchyn.io/snopes-production/uploads/2015/09/elephant-africa.jpg?resize=542,305",mixture
265,62°C Temperatures in Kuwait Cause Trees to Burst into Flames?,https://www.snopes.com/fact-check/62-degree-celsius-kuwait-tree-fire/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/kuwait_62_degrees_celsius_fb.jpg?resize=542,305",mostly-false
266,Did a Couple Kill a Dolphin by Urinating on It?,https://www.snopes.com/fact-check/couple-kills-dolphin-urinating/,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/10/dolphin.jpg?resize=542,305",miscaptioned
267,Carjacker Run Over by Truck?,https://www.snopes.com/fact-check/carjacker/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/caution_crime_tape_fb.jpg?resize=542,305",miscaptioned
268,Did Sgt. Gregory Hayes Kill Two Syrian Refugees for Raping His Daughter?,https://www.snopes.com/fact-check/sergeant-gregory-hayes/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/dead_corpse_hand_fb.jpg?resize=542,305",false
269,McGregor vs. Mayweather Fight Called Off After Mayweather’s Arrest?,https://www.snopes.com/fact-check/mcgregor-vs-mayweather-fight-called-off-after-mayweathers-arrest/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/floyd_mayweather_fb.jpg?resize=542,305",false
270,"Lightning Strikes a River, Sparks Explosion?",https://www.snopes.com/fact-check/lightning-striking-a-river/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/lightning_strike_lack_fb.jpg?resize=542,305",false
271,Was a Giant System of Roots Discovered Below the Devil’s Tower Rock Formation?,https://www.snopes.com/fact-check/roots-devils-tower/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/devils_tower_fb.jpg?resize=542,305",false
272,Is This a Russian Pilot Flying Under a Bridge in 1965?,https://www.snopes.com/fact-check/russian-pilot-bridge-1965/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/Russian_pilot_bridge_feature.jpg?resize=542,305",false
273,Live Panda Flown from China to U.S. in Business Class?,https://www.snopes.com/fact-check/panda-on-a-plane/,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/panda-diplomacy.jpg?resize=542,305",false
274,German Tank Shot Down UFOs?,https://www.snopes.com/fact-check/german-tank-shot-down-ufos/,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/Bundesarchiv_Bild_101I-724-0135-16_Flak-Stellung_in_Russland.jpg?resize=542,305",false
275,‘Advancement of Islamic Agenda for America’ Sign,https://www.snopes.com/fact-check/islamic-agenda/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/advancement_of_islamic_agenda_sign_faux_feature.jpg?resize=542,305",false
276,Was Kirk Cameron Diagnosed With a Rare Form of Leprosy?,https://www.snopes.com/fact-check/kirk-cameron-diagnosed-leprosy/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/kirk_cameron_fb.jpg?resize=542,305",false
277,Lion Snuggles With Cat?,https://www.snopes.com/fact-check/lion-and-cat/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/lion_house_cat_feature.jpg?resize=542,305",false
278,Is this a Kayaker Paddling Through a Pod of Orca Whales?,https://www.snopes.com/fact-check/photograph-kayak-orcas/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/orca_kayak_faux_feature.jpg?resize=542,305",false
279,John Lennon Played Guitar with Che Guevara?,https://www.snopes.com/fact-check/lennon-che-guitar/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/che_lennon_feature.jpg?resize=542,305",false
280,The Kayak and the Whale,https://www.snopes.com/fact-check/big-gulp/,"https://us-east-1.tchyn.io/snopes-production/uploads/2010/06/13567318_10153828706787972_2890715468196432610_n.jpg?resize=542,305",false
281,Tom Hanks Wears Political T-Shirt?,https://www.snopes.com/fact-check/tom-hanks-t-shirt/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/tom_hanks_tshirt_feature.jpg?resize=542,305",false
282,Did Anthony Scaramucci Post a Sexually Explicit Tweet in 2009?,https://www.snopes.com/fact-check/scaramucci-explicit-tweet-2009/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/Anthony_Scaramucci_fb.jpg?resize=542,305",false
283,Did a Middle School Student Break Both Arms Jumping Off a Water Tower for a Science Project?,https://www.snopes.com/fact-check/middle-school-break-arms-jumping-off-water-tower-science-project/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/middle_schooler_double_broken_arms_science_feature.jpg?resize=542,305",false
284,Is This a Whale in a Venice Canal?,https://www.snopes.com/fact-check/whale-venice-canal-photograph/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/venice_whales_feature.jpg?resize=542,305",false
285,Is This a ‘League of German Girls Inspection’ During World War II?,https://www.snopes.com/fact-check/league-of-german-girls-inspection-during-world-war-ii/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/german_girls_inspection_WWII_feature.jpg?resize=542,305",false
286,Woman Confuses Spray Foam Insulation for Mousse?,https://www.snopes.com/fact-check/builders-foam-hair/,"https://us-east-1.tchyn.io/snopes-production/uploads/2015/09/builders-foam-hair-mousse.jpg?resize=542,305",unproven
287,Does This Photograph Show a Scarecrow Made from a Human Corpse?,https://www.snopes.com/fact-check/scarecrow-human-body/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/human_scarecrow_fb.jpg?resize=542,305",miscaptioned
288,Is This an Actual Supercell?,https://www.snopes.com/fact-check/real-supercell-video/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/supercell_video_feature.jpg?resize=542,305",mixture
289,Bear Rides in Motorcycle Sidecar?,https://www.snopes.com/fact-check/bear-motorcycle-sidecar/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/bear_riding_motorcycle_feature.jpg?resize=542,305",true
290,Is This the 1898 Oklahoma Tornado?,https://www.snopes.com/fact-check/1898-oklahoma-tornado/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/oklahoma-tornado-1898_feature.jpg?resize=542,305",mostly-false
291,Bull Shark Caught in Ohio River?,https://www.snopes.com/fact-check/ohio-bull-shark/,"https://us-east-1.tchyn.io/snopes-production/uploads/2015/07/ohio-bull-shark.jpg?resize=542,305",miscaptioned
292,Are These Golfers Getting Lessons from a Robot Trainer?,https://www.snopes.com/fact-check/lady-golfers-robot-trainer/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/love-in-the-rough-FB.jpg?resize=542,305",unproven
293,Is This What Weather Reports in Sweden Look Like?,https://www.snopes.com/fact-check/weather-report-sweden-iraq/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/weather_report_fb.jpg?resize=542,305",mostly-false
294,28-Ft. Florida Alligator Photograph,https://www.snopes.com/fact-check/gator-done/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/american_alligator_fb.jpg?resize=542,305",miscaptioned
295,Is This a Real Photograph of Donald Trump’s Older Sons?,https://www.snopes.com/fact-check/trump-sons-photo/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/trumpsons.jpg?resize=542,305",false
296,Is This an Ancient Stump of a Giant Tree?,https://www.snopes.com/fact-check/ancient-giant-trees/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/Untitled-design-1-1.jpg?resize=542,305",false
297,Did Donald Trump Assault a Marine Then Rip Off His Cover?,https://www.snopes.com/fact-check/trump-marines-hat/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/donald_trump_website_fb.jpg?resize=542,305",false
298,Was an American Flag Displayed on the White House?,https://www.snopes.com/fact-check/american-flag-white-house/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/white_house_flag_light_feature.jpg?resize=542,305",mostly-false
299,Was Vladimir Putin Surrounded by Other World Leaders at the G20 Summit?,https://www.snopes.com/fact-check/putin-surrounded-g20/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/Untitled-design-2.jpg?resize=542,305",false
300,Is this Really an Electric Car From 1905?,https://www.snopes.com/fact-check/electric-car-1905/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/electric_car_1905_fb.jpg?resize=542,305",mostly-true
301,Is This Muhammad Ali with All of His Winnings in 1964?,https://www.snopes.com/fact-check/muhammad-ali-winnings-1964/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/muhammad_ali_winnings_feature.jpg?resize=542,305",miscaptioned
302,Did CNN Use the Same Girl in Three Different Refugee Crisis Pictures?,https://www.snopes.com/fact-check/cnn-same-refugee-girl/,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/12/CNN-same-refugee-girl.jpg?resize=542,305",false
303,Yellowstone Lava Geyser,https://www.snopes.com/fact-check/yellowstone-lava-geyser/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/yellowstone.jpg?resize=542,305",false
304,Flathead Lake,https://www.snopes.com/fact-check/flathead-lake/,"https://us-east-1.tchyn.io/snopes-production/uploads/2015/03/flathead_lake_fb.jpg?resize=542,305",mostly-true
305,Giant Hawaiian Cane Spider,https://www.snopes.com/fact-check/false-giant-hawaiian-cane-spider/,"https://us-east-1.tchyn.io/snopes-production/uploads/2015/09/spiderhouse.jpg?resize=542,305",false
306,Is China’s ‘Panda Bear Solar Farm’ Real?,https://www.snopes.com/fact-check/panda-solar-farm-china/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/panda_solar_farm_feature.jpg?resize=542,305",miscaptioned
307,Is This a Real Bunny?,https://www.snopes.com/fact-check/bunny-toy-photograph/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/baby_bunny_feature.jpg?resize=542,305",false
308,Was a ‘Masturbating Man’ Found in the Ruins of Pompeii?,https://www.snopes.com/fact-check/pompeii-man-ruins/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/masturbating-man_feature.jpg?resize=542,305",miscaptioned
309,Is This Muhammad Ali with a Young Michael Jackson?,https://www.snopes.com/fact-check/muhammad-ali-michael-jackson/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/muhammad-ali-and-not-michael-jackson_feature.jpg?resize=542,305",false
310,Crystal Pyramid in the Bermuda Triangle?,https://www.snopes.com/fact-check/crystal-pyramid/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/crystalpyramid.jpg?resize=542,305",false
311,Is This What Police Uniforms in Norway Look Like?,https://www.snopes.com/fact-check/norwegian-police-officers/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/norway_police_uniform_faux_feature.jpg?resize=542,305",false
312,Boeing 797,https://www.snopes.com/fact-check/boeing-797/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/boeing797_fb.jpg?resize=542,305",false
313,"Did Germany’s Black Forest Cause 15,000 Missing Person Cases Last Year?",https://www.snopes.com/fact-check/did-germanys-black-forest-cause-15000-missing-person-cases-last-year/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/black_forest_fb.jpg?resize=542,305",false
314,"Does a KFC in Dearborn, Michigan Abide by ‘Sharia Law’?",https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/KFC_dearborn_feature.jpg?resize=542,305",false
315,Did Mad Magazine Publish a Trump Cartoon in 1992?,https://www.snopes.com/fact-check/did-mad-magazine-publish-a-trump-cartoon-in-1992/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/MAD_magazine_logo_fb.jpg?resize=542,305",true
316,Seal Hugs Beluga Whale?,https://www.snopes.com/fact-check/whale-hugs-seal/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/beluga_whale_seal_hug_feature.jpg?resize=542,305",false
317,Is Netflix Rebooting the ‘Addams Family?’ Series?,https://www.snopes.com/fact-check/netflix-addams-family/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/Addams_Family_Netflix_reboot_trailer_fb.jpg?resize=542,305",false
318,Was a Human-Lamb Hybrid Born in South Africa?,https://www.snopes.com/fact-check/half-human-half-lamb-born-south-africa/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/half_human_lamb_baby_faux_feature.jpg?resize=542,305",false
319,Is This a Real London Underground Sign?,https://www.snopes.com/fact-check/london-underground-sign/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/london_underground_faux_feature.jpg?resize=542,305",false
320,Is This Tennis Champion Julie Richardson — in 1898?,https://www.snopes.com/fact-check/1898-julia-richardson/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/julie-richardson_fb.jpg?resize=542,305",mostly-false
321,Is This a Meerkat Getting a Bath?,https://www.snopes.com/fact-check/meerkat-bath-photograph/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/1950s_meerkat_bath_feature.jpg?resize=542,305",false
322,Is This a Road Rage Incident in Russia?,https://www.snopes.com/fact-check/road-rage-russia/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/russian_road_rage_fb.jpg?resize=542,305",false
323,Was a Human Sacrifice Captured at CERN?,https://www.snopes.com/fact-check/human-sacrifice-captured-at-cern/,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/MURDER_AT_CERN_-_DISTURBING_HUMAN_SACRIFICE_VIDEO_SURFACES_-_YouTube_.jpg?resize=542,305",false
324,Young Betty White Photographs,https://www.snopes.com/fact-check/betty-white-in-her-20s-photo/,"https://us-east-1.tchyn.io/snopes-production/uploads/2016/12/betty_white_fb.jpg?resize=542,305",false
325,Did Alexandria Shooter James Hodgkinson Hold a Sign With a Rand Paul Tweet?,https://www.snopes.com/fact-check/alexandria-shooter-james-hodgkinson-protested-with-sign-rand-paul-tweet/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/Hodgkinson_shooter_protest_sign_tweet_feature.jpg?resize=542,305",false
326,Does a Vox Infographic Claim Killing GOP Members Could Prevent ‘Ten 9/11s’?,https://www.snopes.com/fact-check/vox-infographic/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/vox_GOP_infographic_feature.jpg?resize=542,305",false
327,Sun and Full Moon Between Two Trees?,https://www.snopes.com/fact-check/sun-full-moon/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/sun_moon_tree_feature.jpg?resize=542,305",false
328,Nancy Pelosi: Miss Lube Rack of 1959?,https://www.snopes.com/fact-check/nancy-pelosi-miss-lube-rack-1959/,"https://us-east-1.tchyn.io/snopes-production/uploads/2015/04/nancy-pelosi-miss-lube-rack-1958.jpg?resize=542,305",false
329,Did President Trump Ride in a Penis-Shaped Motorcade?,https://www.snopes.com/fact-check/trump-odd-shaped-motorcade/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/trump_penis_formation_motorcade_feature.jpg?resize=542,305",false
330,Did President Trump Send Letters Lauding Middle Schoolers on Their ‘Succuess’?,https://www.snopes.com/fact-check/trump-letters-succuess/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/That_time_your_8th_grade_daughter_earned_the____-_Kendra_Galordi_Frautnick-2.jpg?resize=542,305",mostly-false
331,Was a Family Cited for a Viking Funeral on a California Lake?,https://www.snopes.com/fact-check/viking-funeral-california/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/Viking_funeral_fb.jpg?resize=542,305",false
332,Is the ‘Liar in Chief’ Time Magazine Cover Real?,https://www.snopes.com/fact-check/liar-chief-time-magazine-cover-real/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/Time_magazine_liar_in-chief_feature.jpg?resize=542,305",false
333,Horse Spells ‘Horse’?,https://www.snopes.com/fact-check/horse-horse/,"https://us-east-1.tchyn.io/snopes-production/uploads/2012/05/horsehorse.jpg?resize=520,305",false
334,Is This Marilyn Monroe Posing With a Cat?,https://www.snopes.com/fact-check/marilyn-monroe-cat-photograph/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/monroe_cat_faux_feature.jpg?resize=542,305",false
335,Does Footage Show Tornadoes in Cape Town?,https://www.snopes.com/fact-check/tornadoes-in-cape-town/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/cape_town_tornado_feature.jpg?resize=542,305",false
336,Did Whoopi Goldberg Wear a Violent Anti-Trump Shirt?,https://www.snopes.com/fact-check/whoopi-goldberg-wears-violent-trump-shirt/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/whoopi-goldberg-trump-shirt_feature.jpg?resize=542,305",false
337,Did Fox News Use a Reality Winner Parody Twitter Account During a Live Broadcast?,https://www.snopes.com/fact-check/fox-news-reality-winner-parody-account-broadcast/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/twitter_app_fb.jpg?resize=542,305",false
338,Balloon-Breasted Trump?,https://www.snopes.com/fact-check/balloon-breasted-trump/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/trump_balloon_boob_feature.jpg?resize=542,305",false
339,Is this President Trump with a Scantily Clad Woman?,https://www.snopes.com/fact-check/trump-stripper-photograph/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/trump_stripper_feature.jpg?resize=542,305",false
340,Did London Mayor Sadiq Khan Defend 9/11 Terrorists?,https://www.snopes.com/fact-check/sadiq-khan-video/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/Sadiq_Khan_fb.jpg?resize=542,305",false
341,Is this Donald Trump Sitting with Liberace?,https://www.snopes.com/fact-check/donald-trump-with-liberace/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/shutterstock_345533810.jpg?resize=542,305",false
342,CNN Staged Muslim Protests After London Attack?,https://www.snopes.com/fact-check/cnn-muslim-protests-london/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/CNN_protest_fb.jpg?resize=542,305",false
343,Man Mowed Lawn During Tornado?,https://www.snopes.com/fact-check/man-mowed-lawn-tornado/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/mows-during-tornado_fb.jpg?resize=542,305",true
344,Is This Donald Trump in a Diaper?,https://www.snopes.com/fact-check/president-trump-in-diaper/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/trump_diaper_faux_feature.jpg?resize=542,305",false
345,Did a Man Miraculously Save a Baby from Train Tracks?,https://www.snopes.com/fact-check/man-miraculously-saved-baby-train-tracks/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/train_fb.jpg?resize=542,305",false
346,Does This Video Show a Pigeon Saluting Vladimir Putin?,https://www.snopes.com/fact-check/pigeon-salute-vladimir-putin/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/putin_pigeon_salute_feature.jpg?resize=542,305",false
347,Does Donald Trump Sit Through Meetings of World Leaders Without Notes?,https://www.snopes.com/fact-check/trump-g7-no-notes/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/06/shutterstock_644915557.jpg?resize=542,305",false
348,Did a New York Mosque Burn an American Flag to Protest President Trump?,https://www.snopes.com/fact-check/mosque-burn-american-flag/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/american_flag_burning_fire_fb.jpg?resize=542,305",false
349,Do ‘Angel Flights’ Release Flare Salutes for Fallen Soldiers?,https://www.snopes.com/fact-check/angel-flights-fallen-soldiers/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/angel_flight_meme_feature.jpg?resize=542,305",mostly-false
350,Is This a Real White House Catering Sheet for a Middle East Visit?,https://www.snopes.com/fact-check/white-house-catering-list-leak/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/white_house_fb.jpg?resize=542,305",unproven
351,Are Little Debbie Cosmic Brownies Infested with Worms?,https://www.snopes.com/fact-check/cosmic-brownies/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/cosmic_brownies_worms_fb.jpg?resize=542,305",unproven
352,Did Hillary Clinton Meet With the Manchester Bomber’s Father?,https://www.snopes.com/fact-check/photo-hillary-clinton-manchester-bombers-father-abedi/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/hillary_speech_flags_fb.jpg?resize=542,305",false
353,"Did New Year’s Fireworks ‘Compete’ With a Volcanic Eruption in Naples, Italy?",https://www.snopes.com/fact-check/new-years-naples-fireworks-volcano/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/fireworks_naples_fb.jpg?resize=542,305",false
354,Crisis Actors Uncovered?,https://www.snopes.com/fact-check/same-girl-crying-now-oregon/,"https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/crisis_actor_same_girl_meme.jpg?resize=542,305",false
355,Volkswagen Polo ‘Terrorist’ Commercial,https://www.snopes.com/fact-check/polo-blow-2/,"https://us-east-1.tchyn.io/snopes-production/uploads/2014/11/vwpolo.jpg?resize=542,305",false
356,Is This ‘Monster Bullfrog’ Real?,https://www.snopes.com/fact-check/monster-bullfrog/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/bull_frog_fb.jpg?resize=542,305",false
357,Did Pope Francis Slap Away President Trump’s Hand?,https://www.snopes.com/fact-check/pope-francis-trump-hand-slap/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/pope_francis_fb.jpg?resize=542,305",false
358,Did President Trump’s Lawyers Send Berkeley Breathed a Cease and Desist Letter?,https://www.snopes.com/fact-check/berkeley-breathed-trump-letter/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/berkeley-breathed-trump-letter.jpg?resize=542,305",false
359,Bill Murray and Hunter S. Thompson Wore Vulgar T-Shirts?,https://www.snopes.com/fact-check/bill-murray-hunter-s-thompson-t-shirts/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/bill_murray_hunter_thompson_shirts_feature.jpg?resize=542,305",false
360,Did a Man in Montana Catch a Three-Foot Long Grasshopper?,https://www.snopes.com/fact-check/enormous-grasshopper-montana/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/giant_grasshopper_feature.jpg?resize=542,305",false
361,"Pope Francis Smiled with President Obama, Frowned with President Trump?",https://www.snopes.com/fact-check/pope-francis-trump-obama-smile/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/pope_president_smile_feature.jpg?resize=542,305",mostly-false
362,Were These Women Found Guilty of Witchcraft in Early 20th Century China?,https://www.snopes.com/fact-check/women-witchcraft-china/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/cangue_feature.jpg?resize=542,305",miscaptioned
363,Did Ariana Grande Defile the American Flag?,https://www.snopes.com/fact-check/ariana-grande-american-flag-photograph/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/15__Joe_Abrahamson_-_Just_in_case_some_of_you_have_forgotten_who___.jpg?resize=542,305",false
364,Is This a New Killer Insect?,https://www.snopes.com/fact-check/new-killer-insect/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/killer_bug_trypophobia_feature.jpg?resize=542,305",false
365,Trump Touches Glowing Orb in Saudi Arabia?,https://www.snopes.com/fact-check/trump-touch-orb-saudi-arabia/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/Trump_glowing_orb_feature.jpg?resize=542,305",true
366,Escherian Stairwell,https://www.snopes.com/fact-check/escherian-stairwell/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/escharian_stairs_fb.jpg?resize=542,305",false
367,Did a 1977 ‘Time’ Story Offer Tips on ‘How to Survive the Coming Ice Age’?,https://www.snopes.com/fact-check/the-coming-ice-age/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/Time_magazine_ice_age_cover_feature.jpg?resize=542,305",false
368,Bruce Lee and Elvis Presley in a Dojo?,https://www.snopes.com/fact-check/bruce-lee-elvis-dojo/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/elvis_bruce_lee_feature.jpg?resize=542,305",false
369,Does This Cat Have an Unusually Deep Voice?,https://www.snopes.com/fact-check/cat-unusually-deep-voice/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/deep_voice_cat_fb.jpg?resize=542,305",false
370,Did a Biplane Buzz a Los Angeles Beach in 1911?,https://www.snopes.com/fact-check/biplane-buzz-beach-1911/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/biplane_beach_1911_feature.jpg?resize=542,305",false
371,Are the ‘Rainbow Mountains of Peru’ Real?,https://www.snopes.com/fact-check/rainbow-mountains-of-peru/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/rainbow_mountain_feature.jpg?resize=542,305",mostly-true
372,Did J.D. Salinger Write in the Nude?,https://www.snopes.com/fact-check/salinger-write-nude/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/JD_Salinger_nudist_feature.jpg?resize=542,305",false
373,Is This President Trump at the Golf Course?,https://www.snopes.com/fact-check/donald-trump-golf-course/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/trump_golfing_faux_feature.jpg?resize=542,305",false
374,Was a Whale Spotted Under the Mackinac Bridge?,https://www.snopes.com/fact-check/whale-mackinac-great-lakes/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/whale_fb.jpg?resize=542,305",false
375,Was Winston-Salem Student Kendra Shanice Reid Murdered on Video?,https://www.snopes.com/fact-check/kendra-shanice-reid-video/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/crime_scene_tape_fb.jpg?resize=542,305",false
376,Does Japan Have a ‘7D’ Hologram Animal Park?,https://www.snopes.com/fact-check/7d-hologram-park/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/7D_animal_park_fb.jpg?resize=542,305",false
377,Was a Giant Squid Carcass Found in Indonesia?,https://www.snopes.com/fact-check/giant-squid-indonesia/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/05/giant_squid_indonesia_feature.jpg?resize=542,305",miscaptioned
378,Did James Comey Tweet About ‘the Pee Tape’ After Getting Fired?,https://www.snopes.com/fact-check/comey-pee-tape/,"https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/twitter_lawsuit_fb.jpg?resize=542,305",false
379,Wolf Pack Behavior,https://www.snopes.com/fact-check/wolf-pack-photo/,"https://us-east-1.tchyn.io/snopes-production/uploads/2015/12/wolf.jpg?resize=542,305",miscaptioned
